"Address","Indexability","Indexability Status","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks"
"https://www.voiceoverguy.co.uk/marvel-superheroes-voiceover","Indexable","","3","","7","7","0","2.580","41","33","0","14","14","0"
"https://www.voiceoverguy.co.uk/voice-over-videos-animals","Indexable","","3","","3","3","0","1.110","41","31","0","14","14","0"
"https://www.voiceoverguy.co.uk/fruitella-voiceover","Indexable","","3","","4","4","0","1.480","42","33","0","16","16","0"
"https://www.voiceoverguy.co.uk/change-challenge-gameshow-voice","Indexable","","3","","2","2","0","0.740","40","31","0","14","14","0"
"https://www.voiceoverguy.co.uk/northern-gas-advert","Indexable","","3","","4","4","0","1.480","40","31","0","14","14","0"
"https://www.voiceoverguy.co.uk/air-malta-voiceover","Indexable","","3","","4","4","0","1.480","42","32","0","14","14","0"
"https://www.voiceoverguy.co.uk/rise-project-explainer-video-voiceover","Indexable","","3","","7","7","0","2.580","39","31","0","14","14","0"
"https://www.voiceoverguy.co.uk/gibtelecom-voiceover","Indexable","","3","","4","4","0","1.480","42","33","0","14","14","0"
"https://www.voiceoverguy.co.uk/virgin-holidays-voice","Indexable","","3","","4","4","0","1.480","39","31","0","14","14","0"
"https://www.voiceoverguy.co.uk/home-composting-explainer-voice","Indexable","","3","","5","5","0","1.850","40","31","0","15","15","0"
"https://www.voiceoverguy.co.uk/domino-express-voice-over","Indexable","","3","","5","5","0","1.850","43","33","0","14","14","0"
"https://www.voiceoverguy.co.uk/storro-secure-cloud-explainer-video-voiceover","Indexable","","3","","5","5","0","1.850","43","34","0","15","15","0"
"https://www.voiceoverguy.co.uk/homepage-showreel-voiceover","Indexable","","3","","3","3","0","1.110","41","32","0","14","14","0"
"https://www.voiceoverguy.co.uk/european-collaboration-summit-patrick-stewart-voice","Indexable","","3","","4","4","0","1.480","43","34","0","15","15","0"
"https://www.voiceoverguy.co.uk/ai","Indexable","","3","","3","3","0","1.110","38","31","0","14","14","0"
"https://www.voiceoverguy.co.uk/sage-one-accounting","Indexable","","3","","2","2","0","0.740","42","33","0","14","14","0"
"https://www.voiceoverguy.co.uk/eze-group-explainer-voice","Indexable","","3","","6","6","0","2.210","39","31","0","15","15","0"
"https://www.voiceoverguy.co.uk/five-tips-to-improve-your-radio-voice","Indexable","","3","","1","1","0","0.370","39","31","0","14","14","0"
"https://www.voiceoverguy.co.uk/why-use-a-voiceover","Indexable","","3","","2","2","0","0.740","42","32","0","14","14","0"
"https://www.voiceoverguy.co.uk/mmx-hill-climb-trailer-voiceover","Indexable","","3","","4","4","0","1.480","41","31","0","15","15","0"
"https://www.voiceoverguy.co.uk/guide-to-becoming-a-voiceover-artist","Indexable","","3","","2","2","0","0.740","44","31","0","14","14","0"
"https://www.voiceoverguy.co.uk/spiderman-car-voiceover","Indexable","","3","","5","5","0","1.850","43","33","0","15","15","0"
"https://www.voiceoverguy.co.uk/dapper-dan-voiceover","Indexable","","3","","2","2","0","0.740","39","31","0","15","15","0"
"https://www.voiceoverguy.co.uk/vegetarian-society","Indexable","","3","","5","5","0","1.850","41","32","0","14","14","0"
"https://www.voiceoverguy.co.uk/girafun-voiceover","Indexable","","3","","4","4","0","1.480","41","33","0","14","14","0"
"https://www.voiceoverguy.co.uk/viva-bahrain-voiceover","Indexable","","3","","4","4","0","1.480","40","31","0","15","15","0"
"https://www.voiceoverguy.co.uk/penarium-opening-credits","Indexable","","3","","2","2","0","0.740","39","31","0","17","17","0"
"https://www.voiceoverguy.co.uk/welsh-accent-voiceover","Indexable","","3","","4","4","0","1.480","38","31","0","14","14","0"
"https://www.voiceoverguy.co.uk/euroseal-windows-tv-advert","Indexable","","3","","3","3","0","1.110","41","31","0","14","14","0"
"https://www.voiceoverguy.co.uk/cities-talking-explainer-voiceover","Indexable","","3","","3","3","0","1.110","42","33","0","14","14","0"
"https://www.voiceoverguy.co.uk/michael-caine-voiceover","Indexable","","3","","3","3","0","1.110","43","33","0","14","14","0"
"https://www.voiceoverguy.co.uk/land-of-eyas-voiceover","Indexable","","3","","3","3","0","1.110","41","33","0","15","15","0"
"https://www.voiceoverguy.co.uk/rac-car-passport-voiceover","Indexable","","3","","4","4","0","1.480","41","31","0","15","15","0"
"https://www.voiceoverguy.co.uk/macc-lads-documentary-voice","Indexable","","3","","4","4","0","1.480","40","31","0","15","15","0"
"https://www.voiceoverguy.co.uk/find-locksmith-app-voiceover","Indexable","","3","","2","2","0","0.740","41","32","0","14","14","0"
"https://www.voiceoverguy.co.uk/questions-about-voiceover-agencies","Indexable","","3","","2","2","0","0.740","40","31","0","14","14","0"
"https://www.voiceoverguy.co.uk/renault-uk-service","Indexable","","3","","5","5","0","1.850","40","31","0","15","15","0"
"https://www.voiceoverguy.co.uk/dragon-city-voiceover","Indexable","","3","","3","3","0","1.110","43","33","0","15","15","0"
"https://www.voiceoverguy.co.uk/world-of-warships-tutorial-voice","Indexable","","3","","3","3","0","1.110","41","31","0","16","16","0"
"https://www.voiceoverguy.co.uk/draw-slasher-voice","Indexable","","3","","2","2","0","0.740","41","32","0","14","14","0"
"https://www.voiceoverguy.co.uk/this-war-of-mine-trailer-voiceover","Indexable","","3","","5","5","0","1.850","41","31","0","15","15","0"
"https://www.voiceoverguy.co.uk/vadda-mera-govind-patrick-stewart-narrator-voiceover","Indexable","","3","","2","2","0","0.740","42","32","0","15","15","0"
"https://www.voiceoverguy.co.uk/viva-cinema-voiceover","Indexable","","3","","2","2","0","0.740","41","33","0","14","14","0"
"https://www.voiceoverguy.co.uk/lifeless-game-trailer-voice","Indexable","","3","","9","9","0","3.320","41","31","0","14","14","0"
"https://www.voiceoverguy.co.uk/robocide-game-trailer-voice","Indexable","","3","","7","7","0","2.580","42","33","0","14","14","0"
"https://www.voiceoverguy.co.uk/dead-daises-album-promo","Indexable","","3","","5","5","0","1.850","40","31","0","15","15","0"
"https://www.voiceoverguy.co.uk/guide-to-a-northern-irish-accent","Indexable","","3","","3","3","0","1.110","44","33","0","14","14","0"
"https://www.voiceoverguy.co.uk/farm-heroes-saga-voiceover","Indexable","","3","","5","5","0","1.850","42","33","0","15","15","0"
"https://www.voiceoverguy.co.uk/silly-moo-voiceover","Indexable","","3","","5","5","0","1.850","41","33","0","14","14","0"
"https://www.voiceoverguy.co.uk/winterstate-trailer-voice","Indexable","","3","","3","3","0","1.110","42","33","0","14","14","0"
"https://www.voiceoverguy.co.uk/ariel-pods-voiceover","Indexable","","3","","2","2","0","0.740","44","34","0","14","14","0"
"https://www.voiceoverguy.co.uk/greedy-granny-tv-commercial","Indexable","","3","","5","5","0","1.850","40","32","0","15","15","0"
"https://www.voiceoverguy.co.uk/worms-wmd-character-voices","Indexable","","3","","16","15","0","5.540","41","32","0","14","14","0"
"https://www.voiceoverguy.co.uk/my-corporate-video-voice","Indexable","","3","","3","3","0","1.110","41","31","0","14","14","0"
"https://www.voiceoverguy.co.uk/pathe-news-voiceover","Indexable","","3","","4","4","0","1.480","42","32","0","14","14","0"
"https://www.voiceoverguy.co.uk/xs-poker-voice","Indexable","","4","","2","2","0","0.740","41","32","0","14","14","0"
"https://www.voiceoverguy.co.uk/how-to-do-cartoon-voiceover","Indexable","","4","","1","1","0","0.370","41","32","0","14","14","0"
"https://www.voiceoverguy.co.uk/tv-smiles-voice","Indexable","","4","","1","1","0","0.370","42","34","0","14","14","0"
"https://www.voiceoverguy.co.uk/tente-explainer-voiceover","Indexable","","5","","1","1","0","0.370","42","33","0","15","15","0"
"https://www.voiceoverguy.co.uk/voiceover-studio","Indexable","","1","","288","270","0","99.630","38","29","0","30","28","0"
"https://www.voiceoverguy.co.uk/pathe-news-voice","Indexable","","1","","279","270","0","99.630","36","29","0","17","16","0"
