"Address","Indexability","Indexability Status","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks"
"https://www.voiceoverguy.co.uk/thomas-the-tank-engine-voice-of-salty","Indexable","","2","","8","8","0","2.950","42","34","0","15","15","0"
"https://www.voiceoverguy.co.uk/thomas-the-tank-engine-voice-of-winston","Indexable","","2","","8","8","0","2.950","42","34","0","15","15","0"
