"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://www.voiceoverguy.co.uk/FAQ","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.240","",""
