"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://www.voiceoverguy.co.uk/FAQ","text/html; charset=utf-8","200","OK","Indexable","","40db4c16db5489cfb1cacade8fb242bf","34","https://www.voiceoverguy.co.uk/FAQ","https://www.voiceoverguy.co.uk/FAQ"
